platform,account_id,post_id,published_at,likes,comments,metrics_observed_at,source,measurement_protocol
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0273,2025-12-11T07:00:00-04:00,74,6,2025-12-13T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0278,2025-12-11T10:00:00-04:00,96,4,2025-12-13T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0300,2025-12-11T13:00:00-04:00,140,9,2025-12-13T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0277,2025-12-11T15:00:00-04:00,51,3,2025-12-13T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0301,2025-12-11T19:00:00-04:00,64,5,2025-12-13T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0302,2025-12-11T20:00:00-04:00,49,3,2025-12-13T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0279,2025-12-11T23:00:00-04:00,15,2,2025-12-13T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0294,2025-12-12T14:00:00-04:00,91,9,2025-12-14T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0298,2025-12-12T15:00:00-04:00,68,4,2025-12-14T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0295,2025-12-12T17:00:00-04:00,103,6,2025-12-14T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0299,2025-12-12T22:00:00-04:00,125,9,2025-12-14T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0280,2025-12-13T00:00:00-04:00,38,2,2025-12-15T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0300,2025-12-13T00:00:00-04:00,92,6,2025-12-15T00:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0281,2025-12-13T14:00:00-04:00,25,1,2025-12-15T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0274,2025-12-13T14:00:00-04:00,86,9,2025-12-15T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0275,2025-12-13T15:00:00-04:00,138,10,2025-12-15T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0296,2025-12-13T20:00:00-04:00,40,7,2025-12-15T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0282,2025-12-14T06:00:00-04:00,86,5,2025-12-16T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0278,2025-12-14T14:00:00-04:00,85,2,2025-12-16T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0283,2025-12-14T16:00:00-04:00,48,0,2025-12-16T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0297,2025-12-14T18:00:00-04:00,99,5,2025-12-16T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0279,2025-12-15T01:00:00-04:00,28,0,2025-12-17T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0298,2025-12-15T01:00:00-04:00,57,5,2025-12-17T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0276,2025-12-15T06:00:00-04:00,21,0,2025-12-17T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0303,2025-12-15T12:00:00-04:00,101,4,2025-12-17T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0304,2025-12-15T15:00:00-04:00,106,5,2025-12-17T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0299,2025-12-16T09:00:00-04:00,47,5,2025-12-18T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0284,2025-12-16T10:00:00-04:00,91,4,2025-12-18T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0305,2025-12-16T18:00:00-04:00,94,4,2025-12-18T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0285,2025-12-17T01:00:00-04:00,39,0,2025-12-19T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0286,2025-12-17T07:00:00-04:00,53,6,2025-12-19T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0306,2025-12-17T11:00:00-04:00,83,6,2025-12-19T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0287,2025-12-17T14:00:00-04:00,19,1,2025-12-19T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0307,2025-12-17T14:00:00-04:00,110,5,2025-12-19T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0308,2025-12-17T16:00:00-04:00,197,11,2025-12-19T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0301,2025-12-18T07:00:00-04:00,51,3,2025-12-20T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0280,2025-12-18T10:00:00-04:00,54,5,2025-12-20T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0288,2025-12-18T11:00:00-04:00,50,2,2025-12-20T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0289,2025-12-18T15:00:00-04:00,23,3,2025-12-20T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0281,2025-12-18T16:00:00-04:00,45,3,2025-12-20T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0282,2025-12-18T18:00:00-04:00,55,7,2025-12-20T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0277,2025-12-19T00:00:00-04:00,137,7,2025-12-21T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0302,2025-12-19T02:00:00-04:00,92,9,2025-12-21T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0300,2025-12-19T10:00:00-04:00,55,2,2025-12-21T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0303,2025-12-19T15:00:00-04:00,93,6,2025-12-21T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0278,2025-12-19T17:00:00-04:00,174,12,2025-12-21T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0309,2025-12-20T06:00:00-04:00,63,7,2025-12-22T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0310,2025-12-20T09:00:00-04:00,32,1,2025-12-22T09:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0304,2025-12-20T09:00:00-04:00,43,6,2025-12-22T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0279,2025-12-20T19:00:00-04:00,162,14,2025-12-22T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0305,2025-12-20T19:00:00-04:00,141,7,2025-12-22T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0290,2025-12-21T01:00:00-04:00,21,3,2025-12-23T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0291,2025-12-21T04:00:00-04:00,26,4,2025-12-23T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0283,2025-12-21T04:00:00-04:00,23,3,2025-12-23T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0292,2025-12-21T05:00:00-04:00,31,2,2025-12-23T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0301,2025-12-21T21:00:00-04:00,43,4,2025-12-23T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0302,2025-12-22T06:00:00-04:00,39,5,2025-12-24T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0280,2025-12-22T09:00:00-04:00,27,2,2025-12-24T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0281,2025-12-22T13:00:00-04:00,66,6,2025-12-24T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0293,2025-12-22T20:00:00-04:00,16,1,2025-12-24T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0306,2025-12-22T23:00:00-04:00,110,8,2025-12-24T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0284,2025-12-23T01:00:00-04:00,29,0,2025-12-25T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0307,2025-12-23T05:00:00-04:00,55,4,2025-12-25T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0308,2025-12-23T06:00:00-04:00,42,4,2025-12-25T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0303,2025-12-23T07:00:00-04:00,39,4,2025-12-25T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0311,2025-12-23T10:00:00-04:00,195,13,2025-12-25T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0294,2025-12-23T12:00:00-04:00,48,0,2025-12-25T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0282,2025-12-23T16:00:00-04:00,87,6,2025-12-25T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0283,2025-12-23T18:00:00-04:00,78,5,2025-12-25T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0285,2025-12-23T18:00:00-04:00,50,4,2025-12-25T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0286,2025-12-24T01:00:00-04:00,17,1,2025-12-26T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0304,2025-12-24T02:00:00-04:00,28,1,2025-12-26T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0284,2025-12-24T13:00:00-04:00,93,5,2025-12-26T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0295,2025-12-25T02:00:00-04:00,24,2,2025-12-27T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0312,2025-12-25T02:00:00-04:00,17,1,2025-12-27T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0287,2025-12-25T04:00:00-04:00,18,2,2025-12-27T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0309,2025-12-25T07:00:00-04:00,43,2,2025-12-27T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0288,2025-12-25T20:00:00-04:00,43,2,2025-12-27T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0296,2025-12-25T22:00:00-04:00,30,1,2025-12-27T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0313,2025-12-26T05:00:00-04:00,23,7,2025-12-28T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0305,2025-12-26T06:00:00-04:00,36,3,2025-12-28T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0314,2025-12-26T11:00:00-04:00,44,1,2025-12-28T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0285,2025-12-27T01:00:00-04:00,50,3,2025-12-29T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0310,2025-12-27T02:00:00-04:00,100,7,2025-12-29T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0297,2025-12-27T04:00:00-04:00,46,5,2025-12-29T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0286,2025-12-27T05:00:00-04:00,43,6,2025-12-29T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0311,2025-12-27T16:00:00-04:00,82,4,2025-12-29T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0287,2025-12-27T23:00:00-04:00,81,1,2025-12-29T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0315,2025-12-28T00:00:00-04:00,32,1,2025-12-30T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0289,2025-12-28T06:00:00-04:00,32,4,2025-12-30T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0312,2025-12-28T12:00:00-04:00,28,3,2025-12-30T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0298,2025-12-28T16:00:00-04:00,36,6,2025-12-30T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0290,2025-12-28T16:00:00-04:00,50,4,2025-12-30T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0291,2025-12-28T22:00:00-04:00,18,1,2025-12-30T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0292,2025-12-29T00:00:00-04:00,23,2,2025-12-31T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0293,2025-12-29T05:00:00-04:00,55,4,2025-12-31T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0313,2025-12-30T01:00:00-04:00,63,5,2026-01-01T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0314,2025-12-30T09:00:00-04:00,30,0,2026-01-01T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0299,2025-12-30T10:00:00-04:00,60,3,2026-01-01T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0315,2025-12-30T14:00:00-04:00,36,1,2026-01-01T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0300,2025-12-30T17:00:00-04:00,31,5,2026-01-01T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0316,2025-12-30T20:00:00-04:00,111,7,2026-01-01T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0316,2025-12-31T04:00:00-04:00,51,5,2026-01-02T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0288,2025-12-31T04:00:00-04:00,35,2,2026-01-02T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0317,2025-12-31T06:00:00-04:00,70,12,2026-01-02T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0294,2025-12-31T07:00:00-04:00,46,0,2026-01-02T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0289,2025-12-31T12:00:00-04:00,62,5,2026-01-02T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0295,2025-12-31T14:00:00-04:00,72,8,2026-01-02T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0306,2025-12-31T19:00:00-04:00,44,2,2026-01-02T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0296,2025-12-31T22:00:00-04:00,34,5,2026-01-02T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0307,2025-12-31T23:00:00-04:00,55,2,2026-01-02T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0301,2026-01-01T03:00:00-04:00,28,0,2026-01-03T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0302,2026-01-01T04:00:00-04:00,28,0,2026-01-03T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0318,2026-01-01T15:00:00-04:00,121,9,2026-01-03T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0317,2026-01-01T16:00:00-04:00,112,9,2026-01-03T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0319,2026-01-01T16:00:00-04:00,63,7,2026-01-03T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0297,2026-01-01T19:00:00-04:00,20,0,2026-01-03T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0298,2026-01-01T22:00:00-04:00,36,4,2026-01-03T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0318,2026-01-01T23:00:00-04:00,28,1,2026-01-03T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0290,2026-01-02T00:00:00-04:00,76,6,2026-01-04T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0308,2026-01-02T00:00:00-04:00,40,2,2026-01-04T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0309,2026-01-02T01:00:00-04:00,27,1,2026-01-04T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0299,2026-01-02T03:00:00-04:00,19,2,2026-01-04T03:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0320,2026-01-02T05:00:00-04:00,40,4,2026-01-04T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0321,2026-01-02T14:00:00-04:00,75,9,2026-01-04T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0303,2026-01-02T23:00:00-04:00,8,0,2026-01-04T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0322,2026-01-03T00:00:00-04:00,141,11,2026-01-05T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0300,2026-01-03T22:00:00-04:00,16,1,2026-01-05T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0301,2026-01-03T23:00:00-04:00,23,2,2026-01-05T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0302,2026-01-04T03:00:00-04:00,21,2,2026-01-06T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0319,2026-01-04T11:00:00-04:00,65,2,2026-01-06T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0310,2026-01-04T14:00:00-04:00,28,1,2026-01-06T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0320,2026-01-04T18:00:00-04:00,24,0,2026-01-06T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0303,2026-01-05T01:00:00-04:00,17,3,2026-01-07T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0321,2026-01-05T11:00:00-04:00,58,6,2026-01-07T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0304,2026-01-05T14:00:00-04:00,38,1,2026-01-07T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0291,2026-01-05T17:00:00-04:00,66,8,2026-01-07T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0305,2026-01-06T02:00:00-04:00,21,4,2026-01-08T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0292,2026-01-06T02:00:00-04:00,18,0,2026-01-08T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0304,2026-01-06T10:00:00-04:00,83,1,2026-01-08T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0305,2026-01-06T16:00:00-04:00,47,6,2026-01-08T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0322,2026-01-06T17:00:00-04:00,46,4,2026-01-08T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0306,2026-01-07T04:00:00-04:00,34,3,2026-01-09T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0311,2026-01-07T14:00:00-04:00,72,5,2026-01-09T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0306,2026-01-07T16:00:00-04:00,28,1,2026-01-09T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0307,2026-01-07T18:00:00-04:00,21,3,2026-01-09T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0293,2026-01-08T00:00:00-04:00,78,4,2026-01-10T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0323,2026-01-08T07:00:00-04:00,66,7,2026-01-10T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0312,2026-01-08T11:00:00-04:00,22,3,2026-01-10T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0307,2026-01-08T12:00:00-04:00,66,6,2026-01-10T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0308,2026-01-08T13:00:00-04:00,32,4,2026-01-10T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0313,2026-01-08T15:00:00-04:00,85,5,2026-01-10T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0323,2026-01-08T17:00:00-04:00,48,4,2026-01-10T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0324,2026-01-09T03:00:00-04:00,25,1,2026-01-11T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0294,2026-01-09T04:00:00-04:00,39,3,2026-01-11T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0314,2026-01-09T07:00:00-04:00,60,3,2026-01-11T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0309,2026-01-09T11:00:00-04:00,32,1,2026-01-11T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0324,2026-01-09T15:00:00-04:00,47,7,2026-01-11T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0295,2026-01-10T03:00:00-04:00,87,11,2026-01-12T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0296,2026-01-10T08:00:00-04:00,25,1,2026-01-12T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0297,2026-01-10T14:00:00-04:00,64,2,2026-01-12T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0325,2026-01-10T22:00:00-04:00,97,7,2026-01-12T22:00:00-04:00,synthetic,synthetic_fixed_48h
